count,x,y,radius,density
48,234.07,242.52,16.19,0
41,222.75,243.97,15.36,0
38,217.4,234.52,13.49,0
46,216.74,245.33,15.07,0
53,262.81,231.5,16.4,0
50,273.65,230.18,16.67,0
48,277.69,232.35,17.15,1.11
55,274.02,231.42,18.33,0.22
50,286.98,238.7,16.73,0.54
43,253.4,259.81,16.19,0
49,246.01,251.54,17.26,0
50,253.42,244.35,17.35,0
46,248.67,248.43,17.15,0
51,273.56,247.21,16.16,0
57,292.19,236.9,16.09,0
45,296.71,230.18,14.18,0
43,304.78,216.44,13.3,0
42,298.41,210.57,14.32,0
42,305.8,208.1,16.03,0
41,282.36,214.36,16.25,0.18
40,267.22,210.3,17.26,0
42,270.62,205.07,16.52,0
34,250.41,213.05,17.44,0.46
39,207.95,223.51,18.87,0
40,206.7,229.05,19.36,0
42,215.79,248.4,19.29,0
37,229.56,254.69,18.3,0
34,227.03,252.62,18.17,0
32,233.87,245.31,17.06,0
31,225.41,242.39,16.28,0
37,227.17,239.1,17.09,0
43,239.94,242.91,17.35,0
45,245.32,225.82,16.52,0
47,234.87,220.83,15.91,0
51,241.51,208.41,15.81,0.06
50,235.96,198.91,15.62,0
45,212.59,205.41,14.53,0
40,211.99,212.69,14.25,0
44,238.96,222.68,14.56,0
42,253.57,252.11,15.07,0
37,263.23,259.06,15.1,0
34,265.13,258.68,15.1,0
34,262.42,262.88,15.78,0
37,249.15,283.86,16.03,0
43,234.68,271.07,16.73,0
46,252.68,265.29,17.92,0
51,254.95,285.32,18.97,0
54,259.14,285.77,19.97,0
61,255.47,265.08,20.64,0
59,260.7,269.53,19.65,0
48,255.74,278.15,18.73,0
55,255.75,261.69,19.95,0
58,262.23,253.86,18.41,0
58,266.3,232.2,18.17,0
55,281.49,235,18.44,0
56,288.44,251.09,18.08,0
51,305.44,265.79,16.88,0
43,308.16,265.85,17.72,0
46,314.14,275.26,17.06,0
44,322.56,300.71,19.03,0
49,302.76,295.1,19.77,0
51,301.27,293.8,19.62,0
51,283.69,292.23,18.52,0
45,272.42,292.77,19.18,0
59,271.18,278.43,19.8,0
68,299.22,264.4,21.61,0
67,302.44,258.87,21.63,0
67,303.58,262.73,21.77,0
71,307.54,263.69,21.63,0
58,311.97,273.3,20.49,0
49,275.99,278.71,20.71,0
49,269.05,267.99,20.32,0
52,273.07,252.78,20.57,0
54,276.21,240.36,20.52,0
62,270.61,224.45,20.64,0.15
66,284.79,218.98,20.64,0
68,273.68,233.9,20.47,0
70,276.94,219.81,20.22,0
64,281.13,206.41,18.92,0
63,303.68,191.89,18.52,0
66,297.94,185.37,19.47,0
65,297.01,200.31,20,0
62,306.79,206.12,19.97,0.05
62,296.52,214.39,19.47,0
55,288.95,210.96,19.29,0
51,289.4,232.57,18.52,0
59,321.37,254.12,18.68,0
57,311.53,262.97,20.52,0
60,313.93,271.11,21.84,0
56,326.5,274.54,21.02,0.43
164,388.48,238.83,33.7,0
163,386.17,244.83,34.66,0
170,382.49,242.72,35.81,0
171,376.14,243.01,35.61,0
172,377.15,240.89,35.67,0
142,366.26,240.43,33.3,0
125,359.22,239.48,32.66,0
112,361.94,241.09,30.95,0
110,362.88,245.23,30.53,0
90,368.86,228.68,27.64,0
102,367.27,238.66,28.69,0
100,348.06,236.46,28.53,0
95,364.77,235.77,28.18,0
89,381.99,234.01,26.81,0
93,392.69,246.55,27.15,0
81,395.1,252.6,26.85,0
81,406.23,258.03,27.33,0
81,403.27,250.16,27.39,0
81,391.01,259.61,27.96,0
70,393.61,257.55,26.65,0
69,389.64,252.8,26.78,0
70,385.78,275.81,25.46,0
75,387.16,281.83,26.66,0
76,390.5,273.93,26.06,0
82,384.26,267.21,25.67,0
77,360.51,273.59,22.38,0
77,356.58,256.89,22.32,0
70,353.54,261.5,21.21,0
63,348.76,280.74,19.77,0
56,318.67,283.77,19.13,0
62,325.89,276.81,19.34,0
58,331.34,282.34,19.13,0
54,348.41,298.01,18.95,0
61,342,322.77,20.15,0
65,352.12,321.88,22.14,0
60,348.16,338.27,21.77,0
55,336.83,326.22,23.79,0
57,333.96,330.99,24.9,0
58,323.97,321.51,25.77,0
59,314.89,324.26,24.19,0
64,330.05,337.15,24.35,0
65,305.46,323.48,24.19,0
66,308.62,316.83,23.58,0
64,317.92,345.99,23.19,0
62,313.65,339.59,22.07,0
65,288.82,333.78,22.63,0
64,295.01,337.65,21.02,0
63,290.05,330.64,21.24,0
53,288.38,331.18,21.17,0
65,325.86,326.61,22.2,0
69,334.93,333.59,22.76,0
70,335.15,322.85,20.95,0
69,353.27,309.67,23.52,0
68,358.65,294.74,22.91,0
77,338.86,292.67,23.43,0
73,333.91,300.22,22.63,0
70,330.34,300.82,22.87,0
67,321.17,284.71,23.3,0
62,313.13,304.42,23.32,0
62,314.36,286.33,23.11,0
66,310.36,290.58,23.58,0
72,311.26,275.28,24.47,0
77,313.18,251.86,24.62,0.28
82,310.58,252.9,24.47,0.53
78,303.11,256.8,24.47,0.08
73,312.26,249.18,22.96,0.61
74,310.43,250.7,23.73,0.59
71,318.82,262.47,23.28,0
71,317.51,284.58,25.71,0.04
79,326.9,276.33,25.71,0
81,327.49,261.65,25.87,0
86,334.37,263.52,27.06,0
82,327.68,260.61,26.57,0
80,323.16,272.18,27.46,0
82,320.88,271.38,28.55,0.18
84,328.55,288.09,29.36,0
78,325.45,296.46,29.92,0
79,337.2,309.86,29.87,0
76,341.22,317.87,29.31,0
78,357.75,319.1,29,0
78,353.58,317.07,27.13,0
85,351.51,320.2,27.73,0
83,352.08,329.37,29.44,0
86,327.55,319.62,30.22,0
81,321.26,315.54,29.48,0
81,311.76,313.84,28.88,0
83,319.61,301.72,28.53,0
74,321.6,297.52,27.53,0
79,327.12,293.19,27.42,0
77,325.24,293.6,28.35,0
78,330.98,308.28,28.62,0
77,336.66,310.8,28.44,0
81,338.78,312.34,28.05,0
79,335.55,302.87,28.32,0
83,333.36,275.2,27.39,0
88,321.78,284.7,27.75,0
86,315.79,283.45,27.04,0
85,319.01,282.08,27.24,0
81,305.8,286.08,26.85,0.22
70,314.85,305.79,26.12,0.11
67,307.78,315.03,25.3,0
71,293.51,288.82,25.34,0.43
75,311.9,274.67,26.1,0
78,318.76,260.52,25.69,0
73,314.24,253.96,25.14,0
142,326.48,235.49,31.35,0
149,321.59,237.05,32.25,0
155,319.99,236.66,34.48,0
158,311.41,242.35,35.38,0
152,325.48,228.41,34.66,0.03
135,313.98,241.8,31.22,0
125,308.23,235.92,30.51,0
110,307.06,236.99,29.92,0
107,314.76,239.11,29.55,0
101,316.5,244.26,28.57,0
94,319.4,244.57,28.69,0
86,323.44,260.77,28.12,0
81,331.18,250.26,25.73,0
81,305.46,236.03,26.68,0.11
79,296.46,225.21,26.34,0.19
81,299.31,220.9,26.1,0
77,279.11,241.17,25.81,0
82,290.17,225.91,25.98,0.27
85,294.77,215.16,25.71,0
84,318.89,217.33,24.74,0
76,315.77,218.19,25,0
66,309.45,231.2,24.76,0
68,322.15,228.39,26.13,0
67,321.84,216.63,25.42,0
69,327.98,217.97,24.92,0
72,333.05,214.83,24.19,0
73,343.65,217.62,25.1,0
77,340.04,230.33,25.44,0
75,340.14,229.99,24.45,0
75,353.38,228.05,24.64,0
72,350.49,237.61,24.27,0
81,353.99,238.82,24.17,0
69,352.36,237.38,22.96,0
79,361.99,237.02,23.66,0
81,360.61,227.12,23.73,0
80,354.32,219.21,24.64,0
76,352.68,200.25,25.44,0.04
82,341.74,210.23,27.4,0
77,335.49,194.87,28.71,0
78,333.03,188.14,28.32,0
76,334.02,183.06,29.02,0
82,333.98,194.99,30.28,0
78,332.82,187.81,29.65,0
73,328.73,189.26,27.86,0
73,326.15,197.11,26.78,0
80,333.03,205.75,26.02,0
80,350.19,209.73,25.26,0
78,348.81,230.37,25.67,0
69,348.32,251.02,27.28,0.29
77,328.37,262.18,28.12,0
75,330.86,267.49,28.76,0
78,318.53,264.7,29.24,0
77,324.56,253.15,29.27,0
80,305.79,245.98,28.28,0
83,311.75,246.35,29.34,0
88,309.75,245.14,29.65,0
84,305.31,236.33,28.27,0
77,299.32,240.48,27.17,0
88,299.33,240.02,27.28,0.15
87,300.9,237.46,26.96,0.41
85,292.03,234.38,26.51,0.45
87,302.42,227.98,27.06,0.3
83,304.81,223.11,26.98,0
84,305.23,214.83,27.77,0
75,303.77,218.05,27.15,0
71,310.85,218.38,26.94,0
77,310.77,228.48,26.72,0
70,312.41,233.54,25.67,0
68,314.65,241.46,24.54,0
80,323.65,246.84,24.82,0
78,328.02,244.34,24.76,0
74,331.18,248.63,23.64,0
70,314.35,259.66,24.72,0.08
75,310.18,268.72,25.69,0.43
73,318.53,263.05,24.88,0
80,323.35,256.06,24.54,0
74,336.28,237.6,23.15,0
65,342.79,229.04,23.15,0.04
66,343.81,231.07,23.19,0.04
66,337.34,237.57,23.32,0
64,326.9,245.28,24.21,0
68,322.69,251.7,23.6,0
74,314.45,257.67,24.84,0
79,300.35,258.49,24.72,0.08
76,301.89,265.05,25.71,0
74,302.23,257.49,24.45,0
81,302.78,255.98,25.61,0
84,304.01,267.25,26.53,0
82,292.16,251.73,25.81,0
79,293.42,237.15,25.3,0
84,294.86,227.49,24.72,0
86,305.22,209.2,25,0
84,305.13,193.9,24.31,0
85,302.58,203.33,23.75,0
78,323.25,200.19,24,0
80,334.88,191.29,24.8,0
81,335.06,197.15,25.28,0
80,336.76,191.91,23.62,0
83,341.85,200.65,22.72,0
86,343.4,211.12,23.17,0
87,335,209.36,23.41,0
81,324.33,203.32,23.22,0
80,307.65,203.82,24.04,0
75,303.78,212.48,24.19,0
64,303.47,233.3,21.93,0
161,299.17,229.97,30.82,0
165,296.78,221.86,32.19,0
171,302.57,227.65,35.37,0
174,299.04,223.29,35.51,0
171,308.16,215,36.62,0
144,306.42,219.63,34.39,0
134,315.78,205.39,35.14,0
129,320.7,195.54,32.59,0
128,312.66,190.83,30.41,0
112,312.81,194.61,29.92,0
112,329.37,205.63,30.98,0
114,329.39,209.75,31.19,0
107,340.19,199.48,30.71,0
95,349.49,195.54,29.88,0.2
88,338.3,209.26,30.15,0
86,343.29,208.42,30.07,0
80,335.67,219.48,27.82,0
84,311.45,227.94,28.35,0
90,308.33,246.01,26.94,0
95,308.24,237.71,27.33,0
94,299.84,239.55,26.4,0
103,306.85,250.45,25.77,0.66
106,303.69,255.25,26.29,0.65
106,315.79,258.72,25.55,0.67
99,309.5,250.65,25.24,0.91
98,304.58,243.53,26.76,0
98,313.42,236.04,27.39,0
102,317.22,226.03,26.94,0
92,315.27,226.38,26.29,0
89,307.11,225.02,26.32,0
96,323.93,236.52,25.9,0
90,323.26,241.81,25.34,0
88,320.68,235.43,25.2,0
94,311.54,235.24,27.13,0
87,311.75,226.37,27.91,0
86,314.39,220.98,28.57,0
85,311.32,215.46,28.12,0
86,323.95,215.96,28.07,0
86,323.79,216.89,28.46,0
82,334.44,217.71,26.25,0
79,331.98,205.84,25.57,0
85,326.98,205.75,25.88,0
77,352.46,209.88,26.46,0.34
71,360.16,225.52,24.9,0.04
70,360.32,221.03,24.56,0
79,372.56,226.02,24.49,0
75,360.56,228.93,23.62,0
76,362.38,240.54,23.75,0
80,357.35,241.84,23.26,0
84,339.12,234.04,23.17,0
77,322.23,238.21,24.19,0
77,320.18,219.39,24,0
73,314.88,219.59,25.14,0
74,320.66,212.45,26.25,0
77,317.65,213.93,27.68,0
76,330.97,209.78,25.85,0
73,338.81,218.1,24.04,0
81,326.58,220.01,23.83,0
81,329.19,224.5,22.05,0
79,310.06,206.88,22.32,0
80,297.14,212.46,23.47,0.64
77,300.8,211.57,22.96,0.44
81,326.2,202.93,23.77,0
79,322.64,201.55,23.39,0
81,317.02,224.57,22.74,0
75,320.68,208.05,21.52,0
79,319.85,216.18,21.63,0
81,314.1,210.68,22.11,0
78,300.65,235.89,22.29,0.09
79,293.9,228.03,23.11,0
85,290.84,236.72,23.45,0
84,291.12,222.22,23.02,0
80,298.62,218.12,22.07,0.18
80,306.78,204.08,22.76,0
77,308.7,200.39,23.32,0
75,314.61,201.41,22.98,0
71,310.94,218.41,23.66,0.59
81,316.35,221.47,22.49,0.62
88,301.13,221.54,24.12,0
84,297.12,214.68,22.69,0
74,295.6,219.1,23.75,0
71,286.48,203.21,23.94,0
89,305.34,213.04,25.71,0
96,291.78,222.98,26.55,0
98,288.7,214.85,26.29,0
102,295.33,200.87,26.55,0
101,298.42,191.61,26.34,0
79,289.96,183.84,23.9,0.38
68,285.14,175.81,23.87,0
67,297.08,166.54,23.52,0
74,310.48,167.39,24.49,0
75,307.52,178.09,25.42,0
71,302.06,190.26,24,0
66,305.92,187.49,23.47,0
72,320.64,179.34,23.32,0
73,319.71,182.04,23.11,0
70,309.7,183.86,22.2,0
77,306.14,204.89,22.41,0
78,296.56,215.79,20.42,0
79,286.93,208.21,20.66,0.15
83,277.42,224.61,22.65,0.18
83,277.56,237.79,21.89,0
84,288.08,232.11,23.6,0
84,287.15,236.16,23.69,0
75,278.77,252.74,21.75,0
155,302.63,239.45,26.38,0.42
150,298.79,237.04,26.17,0.15
160,294.8,234.56,28.43,0.04
163,304.99,232.31,29.53,0.03
156,322.32,232.77,29.44,0
134,324.91,238.23,27.09,0
129,334.57,238.28,28.88,0
130,328.91,248.25,27.82,0
124,326.18,244.15,27.22,0
109,315.15,233.65,25.48,0
96,309.32,219.36,24.15,0
97,316.5,221.69,23.13,0.17
95,315.41,211.73,22.89,0.17
82,317.01,208.77,22.43,0
82,320.84,217.32,21.35,0
80,321.57,220.87,20.9,0
77,321.36,222.95,19.65,0
71,301.68,233.63,20.25,0
76,300.23,242.99,19.87,0
70,298.63,235.75,19.57,0
62,297.79,236.14,18.97,0
60,288.05,224.41,18.38,0
61,286.64,226.99,19.24,0
67,288.21,228.26,19.6,0
59,284.6,232.54,17.46,0
49,278.71,211.72,16.06,0.25
58,294.48,211.44,17.8,0
63,301.88,205.73,19.08,0
58,310.65,212.88,18.36,0
61,298.39,209.27,19.52,0
66,294.02,207.4,21.59,0.09
65,290.15,200.63,21.02,0
63,264.49,216.86,20.45,0
63,246.16,213.82,22.02,0
66,250.86,198.91,23.22,0
66,263.88,193.32,22.98,0
60,262.85,193.73,22.2,0
60,259.36,188.53,21.75,0
60,254.45,201.75,20.15,0
58,259.96,197.93,20.27,0
58,260.82,202.37,20.2,0.35
70,276.11,203.78,19.82,0.05
69,275.51,212.31,20.93,0
72,277.73,219.78,19.75,0
73,265.28,235.17,19.26,0
76,274.22,214.63,20.57,0
77,276.09,200.15,20.4,0
67,275.54,186.63,20.49,0
64,278.67,184.53,19.36,0
56,277.05,176.04,19.21,0
55,275.79,187.33,18.73,0
53,289.34,178.1,20.22,0
56,302.56,171.79,21.14,0
60,317.62,185.15,21.47,0
64,314.93,186.25,21.73,0
61,330.83,212.09,21.66,0
60,323.72,220.54,20.83,0
74,323.12,229.46,22.05,0
73,326.77,234.8,23.02,0
76,327.71,235.55,21.79,0
75,335.89,228.58,22.05,0
74,334.23,227.61,22.98,0
72,328.28,230.58,22.05,0
77,322.83,237.41,22.41,0
66,319.53,236.96,19.16,0
70,314.05,239.05,19.16,0
67,329.14,237.96,18.95,0
79,323.46,231.72,19.08,0
87,338.62,215.39,25.24,0
91,329.28,207.03,26.63,0
96,335.48,208.64,31.67,0
136,378.24,197.44,38.85,0.15
137,379.77,201.57,39.4,0.15
140,385.79,205.64,35.79,0.39
144,383.71,205.15,35.71,0.45
136,386.97,206.85,34.64,0.49
101,305.59,242.06,24.68,0
100,279.62,239.32,25.12,0.2
106,278.19,245.7,25.71,0
100,283.43,238.42,24.94,0.28
102,295.33,234.52,23.98,0
104,301.11,225.74,23.85,0
94,312.61,235.18,22.78,0
86,314.81,232.74,21.14,0
82,320.92,239.12,21.21,0
74,312.1,236.45,20.17,0
78,310.71,242.88,22.38,0
80,311.7,245.47,22.61,0
73,302.17,238.59,22.29,0
77,285.85,221.49,24.35,0
88,303.67,226.09,25.42,0
85,303.62,216.64,25.94,0
85,316.79,216.45,26.13,0
101,328.41,227.28,29.22,0
100,332.21,231.38,28.2,0
99,335.17,239.31,28.21,0
95,342.37,248.08,26.53,0
89,340.46,260.36,26.94,0
78,334.29,272.82,24.37,0
73,330.79,267.61,23.66,0
73,351.14,263.35,21.79,0
71,350.87,266.36,20.95,0
72,350.64,268.61,20.4,0
72,340.68,255.57,21.75,0
69,317.44,272.68,21.42,0
154,325.92,268.36,31.06,0
163,321.2,268.91,32.77,0
172,322.71,269.37,34,0
181,330.55,262.95,34.55,0
182,337.28,265.23,34.94,0
142,340.55,278.55,33.23,0
140,354.73,301.86,33.09,0
128,345.89,293.03,31.62,0
129,334.64,294.88,31.72,0
121,332.61,302.34,29.17,0.07
121,333.29,296.13,29.95,0.17
113,334.43,304.66,29.44,0.17
122,331.82,310.41,29.65,0.17
118,334.39,311.03,30.43,0.16
120,352.89,307.59,30.56,0
119,362.93,303.54,31.62,0
112,355.87,284.26,30.1,0
104,354.23,275.33,30.12,0
99,347.71,272.74,29.7,0
103,356.47,282.65,27.73,0
97,349.99,280.03,28.53,0
97,346.89,288.37,28.35,0
102,343.49,280.68,28.07,0.04
99,336.42,276.24,27.86,0.04
94,337.32,275.88,27.62,0.04
96,336.08,273.71,27.64,0.04
91,335.28,269.89,27.42,0.04
88,326.31,264.63,26.66,0
78,325.3,271.18,25.02,0
83,335.97,285.7,25.34,0
91,338.97,301.92,26.42,0
94,336.6,305.14,24.98,0
93,351.3,313.23,26.68,0
104,331.67,293.46,28.74,0
108,334.66,293.47,28.67,0
107,326.75,286,28.34,0
114,332.33,288.9,29.7,0
118,335.34,285.63,29.88,0
121,332.44,282.69,30.1,0
127,332.01,283.63,29.72,0
121,327.91,293.33,29.29,0.1
120,326.54,296.36,29.61,0.1
122,332.48,299.03,30.92,0.1
120,332.21,290.77,30.92,0.06
116,338.59,307.38,30.64,0
118,330.4,316.34,29.6,0
122,331.16,313.78,30.58,0
119,327.05,310.61,29.27,0
112,323.47,317.25,26.21,0
109,323.73,307.6,26.48,0
121,308.98,294.96,28.44,0.07
124,307.17,286.75,29.29,0.17
118,307.02,286.96,28.86,0.28
120,318.11,281.28,30.71,0.23
117,321.81,273.8,33.38,0.24
109,317.18,261.47,32.57,0.37
105,315.28,259.56,32.43,0.25
104,316.67,250.63,31.81,0.03
108,306.03,251.55,31.65,0.03
110,302.99,258.02,30.85,0
115,295.47,284.01,29.48,0.07
106,299.56,271.68,28.9,0
118,309.51,271.65,31,0.16
113,306.54,264.9,29.83,0.1
114,307.67,268.51,30.25,0.1
120,314.31,266.38,31.32,0.42
130,310.89,270.93,31.69,0.47
125,311.49,271.66,30.27,0.53
125,315.14,274.38,29.75,0.17
131,316,269.43,29.51,0.44
135,325.2,257.36,30.89,0.42
125,321.8,266.01,28.74,0.35
127,323.33,269.66,28.21,0.35
118,329.56,278.26,28.69,0
117,331.95,279.7,29.61,0
125,326.83,266.92,29.56,0
109,340.51,290.92,28.9,0
116,336.75,291.9,30.46,0
120,338.6,287.87,31.22,0
115,339.53,285.06,30.43,0
116,328.99,282.9,30.33,0
114,317.16,277.73,28.76,0
109,307,265.84,29.24,0
113,306.4,265.73,29.44,0
111,316.63,267.95,28.44,0
113,304.57,262.49,29.39,0
124,303.63,277.33,30.66,0
122,316.18,269.33,31.13,0
124,320.1,255.59,31.54,0
120,312,245.9,31.35,0
135,323.61,251.75,32.8,0
135,337.55,257.3,31.73,0
143,352.11,257.64,31.35,0
136,353.01,256.9,30.1,0
134,343.86,252.78,31.14,0
134,333.71,247.16,32.23,0
130,329.53,248.31,33.9,0
129,324.25,246.08,34.73,0
130,323.87,246.35,35.37,0
123,328.2,241.5,35.04,0
128,342.34,251.87,35.5,0
132,329.67,249.87,36.1,0
141,339.5,254.29,34.96,0
138,337.87,253.6,33.48,0
139,327.32,242.42,32.88,0
137,330.27,250.51,31.62,0
128,320.2,248.99,31.56,0
129,307.03,238.62,32.57,0
126,314.21,242.58,32.45,0
122,312.08,248.79,33.69,0
127,310.44,241.9,33.72,0
135,302.45,237.26,33,0
126,303.97,239.4,32.97,0
129,293.45,222.52,33.6,0
133,287.71,211.67,34.09,0
135,287.91,204.87,33.18,0
122,281.76,196.04,32.79,0
115,279.87,194.93,33.42,0
120,287.97,201.84,36.07,0
112,287.58,201.08,35.34,0
199,310.94,227.07,40.74,0
197,317.14,236.54,42.12,0.26
209,318.87,242.29,43.97,0.8
215,322.54,241.62,45.06,0.58
202,328.62,256.09,43.65,0.39
178,328.96,246.96,41.3,0.41
174,324.88,250.62,41.42,0.51
160,319.84,249.64,39.26,0.51
159,320.78,247.88,37.97,0.5
150,319.63,242.87,36.18,0.3
142,319.64,248.94,36.44,0.41
139,314,247.55,35.04,0.46
132,323.58,246.69,33.24,0.3
134,323.71,258.92,31.62,0.35
138,327.45,258.57,32.77,0.18
140,324.65,265.8,33.08,0.15
143,321.75,260.5,31.53,0.16
137,315.92,250.97,31.98,0.03
132,313.75,252.73,33.23,0.03
131,313.58,255.68,33.26,0.03
121,311.55,265.34,33.14,0.15
124,316.32,262.79,33.85,0.15
127,329.23,264.84,32.95,0.3
131,331.87,265.08,33.41,0.21
123,341.24,268.09,31.29,0.1
125,343.62,264.13,31.42,0.1
131,340.88,270.94,32.12,0.12
131,340.56,268.67,33.35,0.15
117,344.58,254.9,31.21,0.03
121,352.25,257.3,32.37,0
126,334.89,261.79,33.56,0.09
129,336.7,246.73,32.8,0.06
124,329.9,251.42,32.88,0.06
118,334.98,249.68,33.14,0.06
126,324.85,244.04,33.72,0.06
132,334.73,241.06,32.02,0
122,328.43,244.13,32.7,0
120,331.5,251.88,33.6,0
124,334.11,265.28,32.98,0.09
128,320.72,256.89,31.61,0
125,307.32,256.02,31.26,0
126,313.27,250.34,30.61,0
123,314.78,242.65,32.53,0
128,321.69,242.71,32.28,0.19
119,320.24,235.51,31.06,0.06
133,316.99,218.05,32.89,0.43
142,314.43,213.65,34.41,0.32
138,317.71,209.17,33.42,0.24
138,316.37,210.13,32.76,0.31
146,334.42,220.94,33.23,0.18
143,339.95,222.03,33.53,0.42
145,359.52,217.81,34.53,0.43
134,355.11,218.15,33.79,0.03
131,357.27,211.16,34.29,0.12
136,345.43,204.4,35.54,0.11
133,343.94,195.9,35.36,0
128,332.88,193.95,34.94,0
123,320.6,201.92,34.89,0.75
131,305.85,213.26,36.35,0.77
134,310.84,214.99,35.5,0.87
136,308.95,232.99,34.77,0.2
123,313.12,231.9,34.45,0.06
129,321.79,235.28,35.19,0.6
129,327.29,229.28,34.41,1.25
125,332.07,229.8,34.45,1.45
128,335.87,225.11,34.04,0.44
133,346.94,223.08,34.61,0.35
133,337.45,216.18,34.99,0.43
127,336.78,216.89,34.1,0.41
120,330.26,217.91,32.88,0.67
135,322.04,214.08,34.77,0.26
139,318,222.99,35.09,0.03
136,328.5,229.55,34.48,0.44
127,322.63,240.44,33.69,0.36
131,316.13,239.51,34.99,0.17
131,317.36,238.33,35.96,0.06
117,323.06,230.06,34.58,0
124,321.04,228.9,35.75,0
140,327.55,213.62,35.55,0.9
143,326.39,204.51,35.51,1.01
135,329.79,195.08,35.75,1.09
135,337.44,192.93,37.34,1.18
156,349.22,203.74,37.85,1.24
156,363.14,199.62,38.03,0.16
156,349.08,214.89,34.73,1.12
158,351.49,225.41,36.77,0.16
169,351.49,237.9,37.93,0.55
182,351.16,238.14,38.42,0.7
157,343.4,239.16,38.52,0.88
153,332.18,231.69,38.46,0.44
159,323.45,240.76,38.7,0.41
154,340.47,238.03,38.83,0.67
143,334.63,230.29,37.13,0.73
150,336.23,223.75,37.95,0
143,344.03,233.02,37.22,0.81
145,339.24,220.7,37.5,0.29
145,331.94,219.89,38.31,0.52
136,326.99,213.48,37.39,0.13
149,322.57,219.61,40.15,0.47
150,323.66,217.78,38.73,0.28
150,318.34,214.76,36.89,0.03
145,317.55,201.39,36.25,0.25
158,313.72,205.76,36.33,0.06
147,319.36,205.48,33.93,0.24
146,314.52,200.85,33.62,0.48
149,318.12,193.09,35.4,0.31
143,320.81,203.97,36.07,0.83
131,323.14,197.12,35.13,0.91
125,324.52,203.03,35.31,0.99
134,322.58,194.8,33.7,1.16
149,323.25,199.67,35.31,1.33
146,327.57,192.86,33.29,1.2
154,324.65,203.51,32.79,1.43
157,330.45,218.13,34.07,0.56
163,328.12,217.41,35.33,1.08
154,338.07,213.9,34.34,1.08
141,333.44,221.51,33.66,0.86
134,321.37,211.74,33.47,1.05
126,321.25,228.7,33.29,0.66
128,319.21,228.3,31.73,0.38
238,323.45,233.01,40.31,1.12
243,323.27,245.88,41.12,0.51
240,322.3,247.58,42.32,0.57
262,320.55,245.87,43.93,0.55
260,323.08,250.27,42.52,0.66
230,316.52,248.69,38.73,0.52
234,318.03,247.63,37.56,0.64
203,317.48,250.99,35.27,0.45
203,325.3,244.85,35.94,0.56
194,325.24,222.89,35.14,0.43
203,323.63,224.59,36.15,0.39
183,320.59,228.22,36.01,0.25
178,322.92,240.49,35.67,0.84
165,331.67,227.22,34.09,0.09
162,335.83,224.83,33.62,0.62
161,335.51,233.81,33.45,0.72
148,335.44,238.71,31.84,0.66
143,336.4,241.69,32.22,0.68
129,338.21,243.21,32.65,0.83
131,327.59,265.62,32.97,0.49
130,332.98,282.63,34.58,0.69
129,322.37,267.74,34.16,0.35
132,317.65,278.6,35.11,0.94
115,300.07,282.21,34.83,0.11
116,288.3,279.05,32.65,0.18
131,286.02,268.15,32.89,1.55
142,288.28,263.49,33.33,1.62
128,284.4,253.72,32.63,1.69
130,285.32,236.78,31.11,0.9
131,294.23,227.47,31.89,0
157,285.37,230.91,35.33,0.28
153,290.88,237.03,34.89,0.72
148,296.78,227.28,36.46,0.27
149,295.15,233.76,36.51,0.25
155,295.27,241.84,38.16,0.73
160,308.58,244.3,37.85,1.19
153,305.61,246.72,36.5,1.07
150,316.51,232.03,36.39,1.29
151,313.89,227.33,35.48,1.32
139,311.45,211.55,35.1,1.14
122,302.97,203.42,34.18,0.82
114,301.35,197.02,32.68,0.18
119,294.98,208.9,32.23,0.16
117,281.73,221.78,31.56,0
112,279.94,232.76,31.64,0
120,279.19,233.85,31.87,0
127,282.19,236.27,32.54,0
124,299.1,227.41,31.87,0.09
123,298.29,226.88,32.26,0.09
138,300.86,223.04,32.76,0.52
142,304.3,217.56,34.23,0.61
133,301.04,215.55,33.7,0.3
130,300.38,217.64,33.97,0.29
139,302.59,214.34,32.65,0.21
141,301.28,209.33,32.09,0
134,305.13,205.3,31.16,0.39
133,304.25,209.92,29.34,0.14
148,308.86,206.51,29.95,0.53
149,305.54,227.04,29.19,0.34
140,304.64,224.02,28.43,0.21
136,292.95,215.81,27.31,0
120,292.55,208.79,25.71,0
125,291.15,221.17,26.25,0
124,295.54,215.95,26.02,0
120,300.52,234.38,26.23,0.3
120,299.43,221.7,27.6,0
137,291.36,212.31,29.51,0
138,293.41,228.73,29.92,1
130,286.41,228.1,30.25,1.29
137,287.19,226.93,31.87,1.32
136,288.58,234.84,33.23,0.99
133,282.43,234.39,33.69,0.92
127,280.25,246.48,34.84,0.98
138,286.88,251.78,34.21,0.94
148,287.93,255.7,35.07,1.03
151,281.42,268.34,33.6,1.01
138,285.31,268.33,33.06,0.82
135,279.01,269.69,31.8,0.16
139,276.07,267.18,33.27,0.24
133,276.04,266.77,32.5,0.12
134,274.42,267.55,33.05,0.21
143,279.58,251.15,31.84,0.22
150,278.25,248.41,33.82,0.21
154,267.89,249.87,33.76,0.21
147,266.55,246.84,34.19,0.12
147,269.83,250.44,35.17,0.43
144,274,259.45,35.99,0.42
157,275.34,261.35,36.58,0.55
145,272.68,269.89,36,0.25
146,275.04,267.26,34.73,0.17
155,267.94,275.13,33.75,0.12
